id,gt_or_pred,spl,spa,avbh,pvbh,svbl,ivbl,vcl
sub-verse095_vert-11,GT,26.41,66.15,6.59,9.16,14.17,13.88,10.97
sub-verse095_vert-11,PRED,24.78,48.39,9.31,11.10,14.26,14.42,10.79
sub-verse095_vert-14,PRED,29.21,64.37,10.59,11.65,16.08,17.28,12.05
sub-verse095_vert-13,PRED,23.11,68.53,11.58,12.66,12.21,14.92,11.83
sub-verse095_vert-13,GT,20.70,73.45,12.84,12.75,17.79,15.65,10.80
sub-verse095_vert-14,GT,34.18,67.97,10.87,10.91,19.05,18.89,10.80
sub-verse095_vert-12,GT,22.56,75.97,9.84,11.54,15.25,16.84,11.33
sub-verse095_vert-15,PRED,28.77,58.72,11.32,12.30,16.77,17.08,10.80
sub-verse095_vert-12,PRED,21.62,65.24,10.33,12.14,13.12,14.18,11.78
sub-verse095_vert-15,GT,29.38,120.58,11.29,13.49,16.83,17.68,9.82
sub-verse095_vert-16,GT,25.45,44.78,12.79,14.49,17.17,19.11,9.88
sub-verse095_vert-17,GT,23.67,49.65,14.41,15.28,18.21,19.39,10.66
sub-verse095_vert-16,PRED,24.33,130.65,14.17,14.46,17.02,17.62,10.03
sub-verse095_vert-17,PRED,21.19,137.24,14.72,14.76,17.03,14.24,10.36
sub-verse095_vert-18,PRED,22.36,45.43,15.43,16.75,17.50,18.50,11.53
sub-verse095_vert-18,GT,20.92,130.59,14.63,15.41,18.95,19.36,10.91
sub-verse095_vert-19,PRED,22.43,44.77,16.67,17.73,19.79,19.05,11.55
sub-verse095_vert-19,GT,22.39,123.82,15.81,17.74,20.15,21.93,12.69
sub-verse095_vert-20,GT,24.99,50.12,15.81,17.59,20.94,21.35,12.29
sub-verse095_vert-21,PRED,25.64,129.96,16.03,18.67,19.97,21.21,12.15
sub-verse095_vert-22,PRED,25.58,42.43,16.47,17.66,21.26,21.17,11.36
sub-verse095_vert-20,PRED,24.36,41.76,15.53,17.87,21.13,21.52,11.91
sub-verse095_vert-21,GT,26.21,133.62,15.74,17.63,20.90,20.94,12.10
sub-verse095_vert-23,PRED,23.84,39.84,18.36,17.81,22.14,21.71,10.32
sub-verse095_vert-22,GT,23.60,31.99,16.45,17.20,21.13,20.23,12.30
sub-verse095_vert-23,GT,20.05,14.47,17.19,15.19,23.27,22.21,9.72
sub-verse125_vert-11,GT,27.36,61.09,10.96,9.52,13.84,14.64,10.22
sub-verse095_vert-9,GT,24.66,144.17,9.10,8.87,10.85,11.54,10.70
sub-verse095_vert-8,PRED,24.02,35.94,7.20,7.36,8.77,11.10,10.30
sub-verse095_vert-24,GT,20.43,30.03,18.79,17.23,16.65,15.37,10.87
sub-verse125_vert-10,GT,23.91,51.91,9.70,10.51,13.02,12.99,9.32
sub-verse125_vert-10,PRED,22.57,43.41,8.42,9.38,14.75,12.90,10.27
sub-verse095_vert-24,PRED,19.63,28.77,19.62,16.37,20.44,18.43,11.24
sub-verse095_vert-8,GT,23.13,144.77,9.78,9.35,8.69,4.81,11.42
sub-verse095_vert-9,PRED,22.27,146.57,10.71,10.97,8.64,9.80,10.59
sub-verse125_vert-11,PRED,22.98,52.85,10.66,10.75,13.30,13.99,11.04
sub-verse125_vert-12,GT,28.08,66.40,10.09,11.22,14.80,15.44,10.47
sub-verse125_vert-12,PRED,18.55,68.60,10.86,11.35,12.97,14.93,11.10
sub-verse125_vert-14,GT,30.99,68.58,12.70,12.11,15.61,16.65,10.87
sub-verse125_vert-13,GT,30.42,78.02,6.52,10.66,19.41,18.10,9.83
sub-verse125_vert-13,PRED,17.54,72.16,7.60,9.17,13.05,14.82,11.15
sub-verse125_vert-17,PRED,23.46,42.52,13.44,13.48,18.62,17.89,10.82
sub-verse125_vert-16,GT,26.51,52.38,14.77,13.39,18.00,18.02,10.17
sub-verse125_vert-18,GT,20.88,43.37,11.89,13.86,18.07,19.32,11.06
sub-verse125_vert-14,PRED,21.67,69.91,11.28,11.56,15.19,17.61,11.08
sub-verse125_vert-15,GT,29.49,61.72,11.52,11.29,18.03,18.18,10.22
sub-verse125_vert-17,GT,23.63,44.35,12.60,12.68,18.94,18.94,9.93
sub-verse125_vert-18,PRED,19.86,36.06,12.72,14.63,18.84,19.14,10.89
sub-verse125_vert-19,GT,20.99,48.00,12.02,15.73,19.97,17.78,10.82
sub-verse125_vert-15,PRED,27.44,62.44,10.52,12.85,17.98,16.91,10.73
sub-verse125_vert-16,PRED,25.69,53.74,11.45,12.26,19.58,18.21,10.30
sub-verse125_vert-19,PRED,20.57,139.43,9.35,15.48,20.39,19.62,11.60
sub-verse125_vert-20,PRED,21.04,31.85,13.70,14.68,20.41,18.49,11.58
sub-verse125_vert-9,GT,24.43,42.48,8.84,8.98,10.65,12.65,9.10
sub-verse125_vert-20,GT,22.11,33.26,12.70,14.92,22.75,20.56,11.02
sub-verse125_vert-9,PRED,19.75,45.26,9.40,11.70,11.22,14.16,9.19
sub-verse127_vert-10,GT,23.50,46.89,10.89,10.70,10.37,11.21,8.95
sub-verse127_vert-11,PRED,24.13,37.64,11.03,10.66,12.41,10.99,9.88
sub-verse127_vert-12,GT,27.61,61.85,11.96,9.49,15.46,16.31,9.84
sub-verse127_vert-10,PRED,21.80,30.58,10.13,10.18,9.95,9.94,9.48
sub-verse127_vert-11,GT,22.32,42.48,10.36,10.23,11.75,13.56,9.83
sub-verse127_vert-13,PRED,29.35,67.65,9.61,12.68,16.40,17.66,10.10
sub-verse127_vert-13,GT,30.45,67.03,7.82,10.73,17.04,18.58,10.38
sub-verse127_vert-14,GT,32.19,72.19,10.55,13.19,21.11,19.12,8.83
sub-verse127_vert-16,PRED,25.97,52.30,9.76,13.53,18.45,17.46,10.27
sub-verse127_vert-14,PRED,31.61,71.61,12.66,13.14,17.36,17.50,10.99
sub-verse127_vert-15,GT,30.91,68.69,13.68,13.73,19.07,19.22,10.51
sub-verse127_vert-15,PRED,27.59,57.16,11.24,12.64,16.36,18.10,10.23
sub-verse127_vert-16,GT,27.25,119.56,13.45,14.13,18.92,16.64,10.12
sub-verse127_vert-18,GT,19.37,144.27,11.87,15.57,18.27,18.56,12.03
sub-verse127_vert-12,PRED,25.00,60.52,9.49,11.51,13.61,15.68,10.33
sub-verse127_vert-17,PRED,22.56,44.62,13.01,15.54,17.09,18.13,10.48
sub-verse127_vert-17,GT,21.58,40.39,11.18,14.53,17.36,18.60,11.26
sub-verse127_vert-18,PRED,21.33,40.66,10.21,15.08,19.28,18.17,10.39
sub-verse127_vert-19,GT,20.69,28.29,17.04,17.47,19.92,17.65,12.67
sub-verse127_vert-20,GT,20.44,11.87,17.17,18.28,18.77,20.83,12.13
sub-verse127_vert-20,PRED,20.45,17.63,15.86,17.81,19.23,19.06,12.26
sub-verse127_vert-22,PRED,24.88,44.42,16.86,16.73,17.67,19.94,11.59
sub-verse127_vert-19,PRED,21.43,29.19,15.67,15.67,21.23,19.26,11.46
sub-verse127_vert-23,GT,22.22,26.75,17.81,17.59,20.00,21.22,11.92
sub-verse127_vert-21,GT,23.44,41.98,17.25,19.22,19.36,20.61,12.59
sub-verse127_vert-8,PRED,19.77,19.02,10.48,10.70,7.02,8.37,10.03
sub-verse127_vert-21,PRED,24.67,30.79,17.86,17.95,18.67,18.93,11.36
sub-verse127_vert-23,PRED,22.41,25.64,18.01,18.08,21.75,20.56,11.83
sub-verse127_vert-24,PRED,19.56,162.30,18.26,17.40,19.62,19.35,10.96
sub-verse127_vert-9,PRED,23.28,24.91,13.40,10.45,6.44,9.15,9.24
sub-verse127_vert-22,GT,23.72,41.47,15.87,17.31,20.65,21.57,11.56
sub-verse127_vert-8,GT,24.55,46.84,10.40,10.26,9.80,10.25,9.49
sub-verse127_vert-9,GT,22.30,40.51,11.38,12.68,9.18,10.37,8.99
sub-verse134_vert-20,PRED,23.53,154.51,12.85,12.78,17.85,16.95,9.40
sub-verse134_vert-20,GT,22.27,152.91,10.68,14.61,18.34,17.85,10.83
sub-verse127_vert-24,GT,20.53,18.02,19.29,19.78,19.29,19.46,10.82
sub-verse134_vert-21,PRED,23.66,166.07,14.51,12.56,17.79,20.22,9.27
sub-verse134_vert-21,GT,24.02,164.18,16.73,16.62,16.13,16.86,10.81
sub-verse134_vert-22,GT,24.27,159.39,17.95,17.03,18.12,17.34,10.81
sub-verse134_vert-23,PRED,22.59,48.30,17.72,15.28,20.05,21.08,11.19
sub-verse134_vert-24,GT,20.55,31.24,16.98,15.50,17.08,15.75,9.84
sub-verse134_vert-22,PRED,24.03,162.63,16.28,14.08,19.31,17.52,9.80
sub-verse138_vert-17,PRED,23.69,42.99,12.26,13.78,17.88,19.03,10.44
sub-verse138_vert-17,GT,26.63,51.92,13.87,14.53,18.86,19.92,8.80
sub-verse134_vert-23,GT,21.60,20.65,15.54,16.57,20.34,18.22,9.86
sub-verse138_vert-16,PRED,28.57,126.49,11.18,12.57,18.50,18.50,9.80
sub-verse134_vert-24,PRED,20.11,148.32,16.63,16.17,17.74,16.91,10.35
sub-verse138_vert-16,GT,29.00,54.28,15.24,14.18,20.71,20.43,8.82
sub-verse138_vert-18,PRED,26.31,42.66,13.40,15.70,18.86,17.91,10.54
sub-verse138_vert-18,GT,24.92,41.14,12.37,15.75,21.09,19.69,9.65
sub-verse138_vert-20,GT,25.68,39.65,16.31,18.21,20.32,20.51,7.01
sub-verse138_vert-19,PRED,24.66,146.09,15.57,15.36,18.26,17.82,10.91
sub-verse138_vert-19,GT,25.30,35.10,16.09,17.44,19.11,20.97,9.80
sub-verse138_vert-20,PRED,24.29,36.44,16.33,17.42,18.07,20.22,11.16
sub-verse138_vert-21,PRED,24.91,41.52,16.25,17.49,21.25,21.36,10.28
sub-verse152_vert-19,PRED,22.72,25.13,13.61,14.65,18.68,20.05,11.53
sub-verse138_vert-23,PRED,22.58,51.35,14.46,17.51,23.43,25.60,9.98
sub-verse138_vert-22,PRED,23.72,44.32,18.07,16.91,22.62,20.21,10.48
sub-verse138_vert-22,GT,24.20,44.01,17.80,17.20,24.12,23.99,9.50
sub-verse138_vert-21,GT,26.21,42.20,17.55,18.48,26.66,23.67,7.07
sub-verse152_vert-20,PRED,23.78,22.55,13.07,14.42,18.79,20.44,11.40
sub-verse152_vert-20,GT,22.52,166.23,12.72,13.73,19.20,17.92,11.33
sub-verse152_vert-19,GT,21.21,21.70,14.95,13.99,18.19,18.08,11.41
sub-verse138_vert-23,GT,23.57,45.49,19.06,17.23,23.42,26.81,8.87
sub-verse152_vert-21,GT,24.43,154.69,16.28,14.47,18.34,20.26,11.45
sub-verse152_vert-22,GT,25.54,147.58,16.80,14.84,19.76,20.11,10.85
sub-verse138_vert-24,PRED,15.42,67.51,17.26,14.87,24.12,21.78,9.32
sub-verse152_vert-23,PRED,20.57,32.16,15.29,14.97,21.74,23.07,11.31
sub-verse152_vert-23,GT,19.30,19.85,15.65,14.56,20.73,24.05,10.38
sub-verse152_vert-22,PRED,19.44,174.39,16.86,16.11,19.72,19.62,11.99
sub-verse152_vert-21,PRED,23.13,160.90,18.03,16.43,19.70,18.52,10.80
sub-verse221_vert-1,PRED,9.41,34.00,7.60,8.16,10.18,6.09,15.61
sub-verse152_vert-24,PRED,18.68,19.47,18.41,17.33,21.27,19.38,10.17
sub-verse152_vert-24,GT,17.92,19.21,17.66,16.84,24.76,21.05,10.11
sub-verse221_vert-3,GT,12.90,60.61,10.47,11.61,10.58,11.76,7.67
sub-verse221_vert-2,GT,14.99,61.44,16.61,13.94,26.65,28.93,10.08
sub-verse221_vert-4,GT,11.62,51.44,9.21,10.68,10.12,11.15,7.42
sub-verse221_vert-1,GT,18.45,97.02,9.51,9.04,18.36,5.78,10.07
sub-verse221_vert-4,PRED,11.82,48.93,8.50,8.59,12.37,8.15,8.14
sub-verse221_vert-6,PRED,19.20,31.35,7.94,7.62,10.51,9.72,9.72
sub-verse221_vert-2,PRED,15.67,77.07,13.40,15.83,13.98,18.88,9.60
sub-verse221_vert-5,PRED,14.49,32.17,7.45,7.34,12.99,10.20,8.08
sub-verse221_vert-5,GT,13.33,23.59,9.63,11.51,5.88,11.56,8.18
sub-verse221_vert-3,PRED,18.37,148.45,6.79,7.50,9.55,12.11,7.28
sub-verse221_vert-6,GT,16.53,35.74,8.83,9.96,12.65,13.62,8.45
sub-verse221_vert-7,PRED,22.47,25.69,7.72,9.44,9.93,12.30,9.21
sub-verse221_vert-7,GT,21.43,12.54,9.92,10.89,12.54,11.57,8.91
sub-verse221_vert-9,GT,22.91,20.74,9.86,10.96,14.38,16.02,9.24
sub-verse221_vert-8,PRED,24.45,19.87,9.27,9.22,13.01,13.79,10.04
sub-verse221_vert-8,GT,23.44,17.97,10.93,11.22,12.18,14.44,10.02
sub-verse221_vert-9,PRED,24.37,19.85,11.39,8.66,12.35,13.80,10.57
sub-verse402_split-verse251_vert-10,PRED,17.70,55.82,11.44,11.47,11.82,12.35,10.91
sub-verse402_split-verse251_vert-12,GT,37.49,83.68,13.28,14.53,14.60,15.24,11.04
sub-verse402_split-verse251_vert-10,GT,16.98,56.33,13.29,13.72,11.35,14.52,10.12
sub-verse402_split-verse251_vert-13,GT,38.43,81.97,14.67,16.19,15.91,17.03,10.80
sub-verse402_split-verse251_vert-11,GT,25.64,61.56,14.48,14.78,12.76,15.45,10.61
sub-verse402_split-verse251_vert-12,PRED,30.12,68.19,13.51,13.58,15.42,15.51,11.69
sub-verse402_split-verse251_vert-14,PRED,27.00,62.02,14.71,15.38,15.82,16.31,11.56
sub-verse402_split-verse251_vert-11,PRED,25.80,56.60,12.16,12.93,12.81,15.15,11.43
sub-verse402_split-verse251_vert-14,GT,32.50,79.54,13.39,17.00,17.18,18.35,11.80
sub-verse402_split-verse251_vert-13,PRED,31.45,69.18,13.49,15.16,15.96,16.21,11.74
sub-verse402_split-verse251_vert-16,PRED,25.95,136.72,15.84,16.53,17.07,17.03,11.73
sub-verse402_split-verse251_vert-16,GT,26.29,49.72,16.35,17.38,18.20,20.62,10.98
sub-verse402_split-verse251_vert-15,PRED,28.81,61.38,14.99,15.51,16.39,16.32,10.85
sub-verse402_split-verse251_vert-15,GT,23.87,71.51,15.06,17.37,18.22,19.82,11.04
sub-verse402_split-verse251_vert-18,GT,20.43,152.75,17.53,18.56,18.01,18.77,11.53
sub-verse402_split-verse251_vert-17,PRED,25.58,36.51,17.20,16.80,16.10,19.27,10.91
sub-verse402_split-verse251_vert-17,GT,25.42,142.80,17.67,17.91,18.38,17.93,10.36
sub-verse402_split-verse251_vert-18,PRED,23.42,33.25,16.97,18.69,17.93,19.21,12.15
sub-verse402_split-verse251_vert-19,GT,22.33,29.27,19.46,20.39,16.84,20.22,12.81
sub-verse402_split-verse251_vert-19,PRED,23.56,40.15,16.21,18.30,21.07,21.56,12.24
sub-verse402_split-verse251_vert-20,GT,23.43,42.97,18.74,20.52,20.86,22.25,12.71
sub-verse402_split-verse251_vert-21,GT,27.87,54.93,20.16,20.29,22.28,24.74,10.80
sub-verse402_split-verse251_vert-20,PRED,25.64,53.91,21.11,19.43,23.62,21.30,12.56
sub-verse402_split-verse251_vert-6,PRED,13.36,27.23,8.45,9.59,9.38,10.31,11.50
sub-verse402_split-verse251_vert-7,PRED,22.27,13.82,10.68,10.63,10.92,11.30,9.97
sub-verse402_split-verse251_vert-22,PRED,26.98,57.06,20.58,19.65,24.41,26.58,11.14
sub-verse402_split-verse251_vert-23,PRED,24.17,51.30,20.94,19.73,22.74,25.07,11.03
sub-verse402_split-verse251_vert-21,PRED,27.78,57.26,19.54,20.55,22.98,23.31,11.54
sub-verse402_split-verse251_vert-8,PRED,24.51,21.64,11.84,11.33,10.37,8.59,9.80
sub-verse402_split-verse251_vert-9,GT,25.95,90.94,16.42,16.43,17.41,10.30,10.69
sub-verse402_split-verse251_vert-6,GT,16.05,41.32,11.34,9.19,13.98,10.95,10.28
sub-verse402_split-verse251_vert-9,PRED,20.95,42.09,12.67,13.18,11.12,11.21,9.93
sub-verse402_split-verse251_vert-24,PRED,19.96,134.88,19.37,18.48,18.89,21.71,10.12
sub-verse402_split-verse251_vert-24,GT,27.67,92.06,21.63,20.73,24.04,21.14,13.10
sub-verse402_split-verse251_vert-7,GT,25.30,10.96,11.04,11.70,8.05,9.57,9.88
sub-verse402_split-verse251_vert-22,GT,29.40,55.20,20.87,20.52,22.78,24.98,10.61
sub-verse402_split-verse251_vert-8,GT,25.11,78.32,11.54,12.21,13.29,12.69,11.21
sub-verse404_split-verse256_vert-22,PRED,31.12,129.65,19.65,19.18,25.35,24.50,6.44
sub-verse406_split-verse214_vert-1,GT,31.38,49.40,14.46,14.77,21.54,23.41,38.05
sub-verse406_split-verse214_vert-2,GT,57.90,87.36,29.69,28.29,0.79,1.27,32.22
sub-verse406_split-verse214_vert-3,PRED,67.51,105.44,22.25,25.73,39.88,42.07,31.24
sub-verse406_split-verse261_vert-10,PRED,23.52,47.67,10.62,12.23,10.72,13.85,9.90
sub-verse406_split-verse261_vert-11,PRED,18.53,56.72,11.54,12.49,12.62,13.38,10.54
sub-verse406_split-verse261_vert-11,GT,27.56,50.52,10.83,11.90,15.01,16.90,10.39
sub-verse406_split-verse261_vert-10,GT,25.46,33.99,11.37,11.94,12.67,14.13,9.59
sub-verse406_split-verse261_vert-13,GT,26.90,52.83,14.32,13.27,14.77,15.75,10.82
sub-verse406_split-verse261_vert-12,GT,19.63,64.92,12.50,13.24,14.50,16.35,10.70
sub-verse406_split-verse261_vert-14,PRED,25.75,129.13,13.31,12.60,14.32,12.85,10.13
sub-verse406_split-verse261_vert-12,PRED,21.36,58.06,11.59,12.50,12.48,14.27,9.85
sub-verse406_split-verse261_vert-13,PRED,19.97,61.47,11.82,12.75,13.09,13.98,9.91
sub-verse406_split-verse261_vert-15,PRED,27.84,117.00,11.36,13.98,15.96,15.47,10.15
sub-verse406_split-verse261_vert-14,GT,31.71,119.11,13.65,13.06,16.23,13.81,10.96
sub-verse406_split-verse261_vert-16,GT,30.87,109.55,14.00,16.82,18.76,17.39,10.14
sub-verse406_split-verse261_vert-16,PRED,27.71,131.63,13.72,15.46,19.60,20.78,9.30
sub-verse406_split-verse261_vert-19,PRED,15.27,78.70,16.92,14.38,16.51,17.93,9.77
sub-verse406_split-verse261_vert-21,PRED,26.29,23.88,18.34,18.37,19.86,19.34,10.80
sub-verse406_split-verse261_vert-19,GT,23.16,14.68,17.41,17.40,18.10,16.62,11.10
sub-verse406_split-verse261_vert-18,PRED,20.15,33.80,13.61,14.40,15.33,17.76,6.86
sub-verse406_split-verse261_vert-18,GT,15.33,78.43,12.73,15.24,19.98,20.90,10.95
sub-verse406_split-verse261_vert-20,PRED,22.48,16.90,15.68,16.17,17.13,18.11,11.48
sub-verse406_split-verse261_vert-22,PRED,25.62,31.46,19.32,18.73,7.43,18.81,11.60
sub-verse406_split-verse261_vert-21,GT,25.45,22.40,18.86,18.68,19.19,20.36,10.48
sub-verse406_split-verse261_vert-23,PRED,23.86,36.93,19.54,18.29,22.72,21.94,10.83
sub-verse406_split-verse261_vert-20,GT,27.68,28.12,18.60,19.24,17.87,17.26,11.48
sub-verse406_split-verse261_vert-22,GT,24.52,29.84,19.92,19.58,22.01,21.74,10.18
sub-verse406_split-verse261_vert-24,GT,19.22,25.56,19.31,18.51,24.14,21.29,10.85
sub-verse406_split-verse261_vert-23,GT,24.37,33.64,20.49,16.11,23.29,22.87,10.20
sub-verse406_split-verse261_vert-24,PRED,22.86,41.00,19.79,17.36,22.25,25.52,10.23
sub-verse406_split-verse261_vert-7,GT,23.35,41.18,8.02,8.60,9.73,9.19,9.28
sub-verse406_split-verse261_vert-7,PRED,5.16,116.85,6.95,6.80,9.28,9.09,12.49
sub-verse406_split-verse261_vert-25,GT,17.59,5.79,18.40,16.45,22.84,23.24,10.48
sub-verse406_split-verse261_vert-9,PRED,18.20,121.60,8.86,11.36,12.24,11.09,9.77
sub-verse409_split-verse266_vert-10,PRED,17.35,57.59,11.58,10.76,13.29,15.60,10.57
sub-verse409_split-verse266_vert-10,GT,15.62,65.23,12.60,11.16,10.51,13.47,10.54
sub-verse409_split-verse266_vert-11,GT,17.93,100.15,11.21,11.47,16.23,16.37,10.66
sub-verse406_split-verse261_vert-8,GT,26.37,79.87,12.70,13.91,13.54,14.52,9.66
sub-verse406_split-verse261_vert-8,PRED,24.38,32.87,8.78,8.82,9.43,8.68,9.06
sub-verse406_split-verse261_vert-9,GT,20.65,39.64,11.79,12.72,9.21,12.47,9.54
sub-verse409_split-verse266_vert-12,GT,23.10,112.33,13.49,12.79,17.23,16.82,10.01
sub-verse409_split-verse266_vert-12,PRED,17.05,66.79,12.59,11.97,18.29,16.78,9.48
sub-verse409_split-verse266_vert-11,PRED,24.02,61.24,12.24,12.22,19.76,15.59,9.79
sub-verse409_split-verse266_vert-14,GT,33.02,115.79,14.15,15.94,22.16,21.79,10.10
sub-verse409_split-verse266_vert-13,GT,25.52,107.93,15.31,13.87,13.91,17.66,10.10
sub-verse409_split-verse266_vert-14,PRED,22.79,120.41,12.74,13.42,18.50,18.13,10.90
sub-verse409_split-verse266_vert-15,GT,29.02,124.51,14.63,13.72,20.68,23.28,10.19
sub-verse409_split-verse266_vert-13,PRED,18.88,69.41,11.74,14.64,17.94,20.31,12.03
sub-verse409_split-verse266_vert-16,GT,26.67,134.61,16.18,17.79,23.80,21.53,10.63
sub-verse409_split-verse266_vert-15,PRED,21.46,64.66,16.50,16.40,16.66,19.75,10.90
sub-verse409_split-verse266_vert-17,PRED,24.35,118.72,16.15,17.17,21.26,22.28,10.66
sub-verse409_split-verse266_vert-16,PRED,21.22,113.51,14.63,15.76,19.00,19.80,11.47
sub-verse409_split-verse266_vert-19,PRED,23.19,66.93,14.57,15.79,23.65,23.28,9.10
sub-verse409_split-verse266_vert-18,PRED,18.69,44.87,13.46,14.45,23.49,22.46,11.09
sub-verse409_split-verse266_vert-17,GT,24.26,138.55,14.34,15.93,23.15,21.14,11.21
sub-verse409_split-verse266_vert-19,GT,23.78,140.69,13.85,17.77,24.91,23.79,11.92
sub-verse409_split-verse266_vert-8,GT,25.02,140.94,10.55,9.90,9.68,13.65,10.59
sub-verse409_split-verse266_vert-21,PRED,14.07,109.10,17.64,16.66,25.71,21.21,9.37
sub-verse409_split-verse266_vert-22,PRED,20.91,161.39,13.34,14.84,19.76,21.43,9.92
sub-verse409_split-verse266_vert-21,GT,25.28,149.59,15.62,15.93,23.75,24.96,10.38
sub-verse409_split-verse266_vert-24,GT,14.89,131.72,19.58,16.02,17.87,24.10,12.85
sub-verse409_split-verse266_vert-23,PRED,20.81,148.93,13.57,17.02,20.60,21.75,12.78
sub-verse410_split-verse227_vert-2,GT,10.44,109.01,13.52,14.04,26.07,19.81,10.82
sub-verse409_split-verse266_vert-22,GT,27.30,150.21,15.49,17.07,23.14,26.10,9.73
sub-verse409_split-verse266_vert-24,PRED,20.67,127.98,19.07,15.10,21.24,25.44,10.56
sub-verse409_split-verse266_vert-8,PRED,18.45,134.91,7.52,9.41,11.69,12.92,9.81
sub-verse410_split-verse227_vert-3,PRED,9.53,126.28,9.11,7.97,7.25,6.80,8.97
sub-verse409_split-verse266_vert-23,GT,27.15,128.73,21.21,21.56,27.14,26.51,9.18
sub-verse410_split-verse227_vert-2,PRED,11.12,105.31,15.94,15.28,20.23,16.02,9.81
sub-verse410_split-verse227_vert-4,GT,9.14,50.37,7.55,6.86,8.20,9.90,8.06
sub-verse410_split-verse227_vert-3,GT,7.50,68.60,9.87,10.30,6.24,9.03,9.00
sub-verse410_split-verse227_vert-4,PRED,8.48,134.02,7.43,8.33,8.47,7.73,8.81
sub-verse410_split-verse227_vert-6,GT,16.73,32.70,7.49,7.21,8.18,8.05,8.12
sub-verse409_split-verse266_vert-9,GT,25.18,118.59,9.92,11.09,14.08,11.86,9.64
sub-verse409_split-verse266_vert-9,PRED,19.80,121.09,12.61,10.21,11.12,14.64,10.38
sub-verse410_split-verse227_vert-5,PRED,7.95,118.55,7.73,8.39,7.29,7.39,8.85
sub-verse410_split-verse227_vert-7,PRED,19.88,30.25,8.34,9.20,8.66,10.07,9.78
sub-verse410_split-verse227_vert-5,GT,11.36,36.68,7.48,5.51,7.69,11.32,7.64
sub-verse410_split-verse227_vert-6,PRED,16.46,30.92,6.52,6.01,7.46,7.30,9.26
sub-verse410_split-verse227_vert-8,GT,22.64,54.08,9.55,10.53,8.08,7.24,9.43
sub-verse410_split-verse227_vert-7,GT,20.49,36.15,9.65,11.23,6.45,7.74,9.79
sub-verse410_split-verse267_vert-10,PRED,25.34,62.09,9.54,11.38,11.32,13.70,10.64
sub-verse410_split-verse267_vert-10,GT,18.48,67.94,11.49,12.70,9.77,11.67,9.29
sub-verse410_split-verse267_vert-13,GT,29.04,106.70,11.33,11.96,17.07,18.27,9.80
sub-verse410_split-verse267_vert-12,PRED,28.78,65.49,11.27,12.45,13.07,14.94,9.86
sub-verse410_split-verse267_vert-14,PRED,23.22,112.29,12.51,12.00,16.91,15.71,10.57
sub-verse410_split-verse227_vert-8,PRED,22.38,59.93,10.75,11.43,12.26,11.83,9.76
sub-verse410_split-verse267_vert-11,GT,28.81,115.45,11.12,12.16,11.25,9.31,9.49
sub-verse410_split-verse267_vert-11,PRED,29.63,62.64,10.83,11.36,13.35,12.48,10.90
sub-verse410_split-verse267_vert-15,GT,26.16,112.81,11.68,12.68,18.56,18.41,9.09
sub-verse410_split-verse267_vert-12,GT,20.54,101.63,10.66,13.11,15.16,18.07,9.82
sub-verse410_split-verse267_vert-14,GT,29.05,110.03,12.25,12.72,17.89,18.77,9.82
sub-verse410_split-verse267_vert-13,PRED,27.90,111.58,11.87,11.17,14.11,16.85,11.44
