id,gt_or_pred,spl,spa,avbh,pvbh,svbl,ivbl,vcl
sub-verse125_vert-15,GT,29.48,61.59,13.39,12.28,18.03,18.20,10.22
sub-verse125_vert-15,PRED,27.10,58.59,11.61,13.62,18.65,16.94,8.88
sub-verse125_vert-17,PRED,24.31,53.16,12.41,13.96,16.18,15.56,9.97
sub-verse125_vert-16,GT,26.52,52.37,14.77,13.39,18.00,18.03,10.17
sub-verse125_vert-18,PRED,22.01,41.15,16.03,15.42,16.15,14.95,10.88
sub-verse125_vert-19,GT,20.99,48.01,12.02,15.73,19.97,17.78,10.82
sub-verse127_vert-11,PRED,22.51,51.51,12.50,11.97,10.72,11.61,8.10
sub-verse125_vert-9,GT,24.43,43.07,8.92,8.96,10.69,12.67,9.10
sub-verse127_vert-10,PRED,17.23,88.85,9.79,10.08,16.65,11.96,8.54
sub-verse125_vert-16,PRED,29.02,53.86,12.56,13.75,17.38,18.21,8.97
sub-verse125_vert-19,PRED,20.19,32.31,12.36,15.18,18.39,19.11,10.80
sub-verse125_vert-20,GT,22.11,33.24,12.69,14.92,22.74,20.56,11.03
sub-verse125_vert-18,GT,20.89,43.19,11.89,13.86,18.07,19.34,11.05
sub-verse125_vert-20,PRED,21.90,29.23,13.69,16.00,18.89,19.85,10.84
sub-verse127_vert-10,GT,23.59,46.35,10.87,10.70,10.38,11.21,8.96
sub-verse125_vert-9,PRED,15.55,59.29,9.59,8.85,11.03,13.76,8.45
sub-verse127_vert-11,GT,22.28,42.46,10.39,10.23,11.75,13.55,9.83
sub-verse127_vert-12,GT,27.79,61.79,11.95,9.50,15.45,16.30,9.84
sub-verse127_vert-15,GT,30.91,68.72,13.68,13.73,19.07,19.22,10.51
sub-verse127_vert-13,GT,30.43,66.95,7.82,10.73,17.04,18.58,10.38
sub-verse127_vert-12,PRED,28.18,120.16,10.01,11.52,15.40,16.95,8.69
sub-verse127_vert-15,PRED,26.55,118.76,14.26,13.46,16.57,16.64,8.80
sub-verse127_vert-13,PRED,29.48,120.84,14.01,13.47,15.31,15.37,8.87
sub-verse127_vert-14,GT,32.19,72.19,10.45,13.19,21.12,19.30,8.83
sub-verse127_vert-14,PRED,30.18,63.66,13.74,13.63,15.27,17.53,9.14
sub-verse127_vert-16,GT,27.39,119.41,13.45,14.13,18.90,16.64,10.12
sub-verse127_vert-18,PRED,17.06,112.39,11.90,14.49,19.44,21.04,9.12
sub-verse127_vert-16,PRED,26.56,131.09,10.41,12.51,17.96,18.34,8.99
sub-verse127_vert-17,PRED,25.67,137.84,15.64,13.86,17.73,19.36,9.79
sub-verse127_vert-17,GT,21.58,40.38,11.18,14.53,17.36,18.41,11.26
sub-verse127_vert-18,GT,19.46,141.64,11.82,15.57,18.09,18.41,12.03
sub-verse127_vert-19,PRED,19.44,20.92,17.64,16.79,18.35,18.46,10.74
sub-verse127_vert-20,GT,20.45,11.95,17.14,18.19,18.76,20.84,12.13
sub-verse127_vert-20,PRED,22.75,13.91,17.97,17.33,18.66,17.40,10.16
sub-verse127_vert-19,GT,20.69,27.07,16.94,17.50,19.80,17.63,12.66
sub-verse127_vert-21,GT,23.42,41.17,18.19,18.10,18.72,20.62,12.59
sub-verse127_vert-21,PRED,23.93,26.22,16.61,17.83,20.55,19.71,10.17
sub-verse127_vert-24,PRED,20.27,27.74,19.55,17.37,20.39,19.85,9.95
sub-verse127_vert-22,PRED,24.03,32.07,18.00,17.89,19.78,22.66,10.47
sub-verse127_vert-22,GT,23.73,44.20,15.86,17.31,20.66,21.57,11.56
sub-verse127_vert-8,PRED,21.02,25.88,11.05,9.63,7.35,9.20,8.35
sub-verse127_vert-24,GT,21.24,25.30,18.81,19.53,19.68,20.02,10.83
sub-verse134_vert-20,PRED,22.47,159.01,13.40,15.01,18.65,17.57,9.46
sub-verse127_vert-23,GT,22.26,26.73,17.68,17.56,19.72,21.21,11.92
sub-verse134_vert-21,PRED,21.83,163.60,16.64,14.96,17.81,17.99,9.20
sub-verse134_vert-20,GT,22.29,152.47,10.66,14.61,18.33,17.62,10.83
sub-verse127_vert-9,GT,22.30,40.48,11.59,11.55,9.18,10.37,8.99
sub-verse134_vert-21,GT,24.02,163.46,16.78,16.60,16.14,16.86,10.81
sub-verse127_vert-8,GT,24.58,47.40,10.41,10.25,9.79,10.25,9.49
sub-verse127_vert-23,PRED,23.59,37.11,19.85,17.59,21.48,18.39,10.81
sub-verse134_vert-22,GT,24.06,20.07,18.12,16.63,19.79,19.18,10.81
sub-verse127_vert-9,PRED,13.35,54.57,11.06,12.41,6.21,10.76,8.70
sub-verse134_vert-23,PRED,22.72,30.09,19.02,16.34,19.38,19.68,8.94
sub-verse134_vert-24,PRED,14.03,61.70,13.28,13.23,20.32,18.69,10.73
sub-verse134_vert-22,PRED,26.31,152.19,16.41,14.01,17.14,17.92,8.96
sub-verse134_vert-24,GT,20.55,31.25,16.95,15.50,17.08,16.02,9.84
sub-verse134_vert-23,GT,21.60,20.63,15.55,16.73,20.34,18.16,9.87
sub-verse138_vert-17,GT,26.64,51.92,13.88,14.54,18.86,19.92,8.80
sub-verse138_vert-17,PRED,24.90,55.01,14.15,15.55,18.09,16.58,8.69
sub-verse138_vert-16,GT,29.00,54.36,14.99,14.21,20.71,20.48,8.82
sub-verse138_vert-16,PRED,28.82,53.22,14.76,14.80,18.48,16.09,9.67
sub-verse138_vert-18,PRED,24.35,141.69,14.15,16.24,16.36,16.71,8.81
sub-verse138_vert-18,GT,24.92,41.15,12.40,15.75,21.10,19.69,9.65
sub-verse138_vert-19,PRED,24.97,161.34,14.31,15.91,16.64,16.16,9.24
sub-verse138_vert-19,GT,25.30,35.10,16.08,17.44,19.11,20.97,9.80
sub-verse138_vert-20,PRED,24.90,152.70,15.60,17.62,18.99,21.04,9.12
sub-verse138_vert-21,PRED,26.65,37.12,17.47,17.83,21.63,18.21,9.38
sub-verse138_vert-20,GT,25.68,39.44,16.31,18.19,20.31,20.46,7.01
sub-verse138_vert-22,PRED,25.58,37.35,19.46,18.49,19.83,20.94,9.07
sub-verse138_vert-21,GT,26.20,42.28,17.55,18.47,26.66,23.67,7.08
sub-verse138_vert-22,GT,24.20,47.12,19.77,18.46,24.09,24.65,9.51
sub-verse138_vert-23,GT,23.57,46.68,19.11,17.22,23.45,26.82,8.87
sub-verse152_vert-19,GT,21.20,21.76,14.95,13.99,18.18,18.09,11.41
sub-verse152_vert-20,PRED,24.38,147.81,15.93,15.68,18.81,18.16,10.85
sub-verse138_vert-23,PRED,20.70,36.78,17.11,15.57,21.28,21.96,9.36
sub-verse152_vert-20,GT,22.52,166.26,12.72,13.73,19.20,17.92,11.34
sub-verse152_vert-21,GT,24.43,154.69,16.28,14.47,18.34,20.26,11.45
sub-verse138_vert-24,PRED,18.11,21.81,16.04,15.11,21.97,22.36,9.83
sub-verse152_vert-19,PRED,22.89,26.05,13.84,16.02,19.39,19.34,9.86
sub-verse152_vert-21,PRED,25.84,144.94,18.71,16.54,21.41,19.97,10.04
sub-verse152_vert-22,GT,25.54,147.58,16.80,14.84,19.76,20.11,10.85
sub-verse152_vert-24,GT,17.85,18.50,17.72,16.80,24.77,20.70,10.22
sub-verse152_vert-23,GT,19.29,19.83,15.45,14.56,20.72,24.05,10.38
sub-verse152_vert-22,PRED,25.13,144.71,17.87,18.13,21.46,19.16,9.86
sub-verse152_vert-23,PRED,18.97,18.95,19.48,15.73,18.75,21.47,10.41
sub-verse221_vert-3,GT,12.94,60.14,11.48,11.07,10.59,11.79,7.68
sub-verse221_vert-1,GT,18.45,96.96,9.51,9.52,18.39,6.06,10.07
sub-verse221_vert-1,PRED,17.11,48.20,10.52,12.68,6.02,18.52,7.00
sub-verse221_vert-5,PRED,12.46,62.26,9.75,10.68,6.75,10.14,6.75
sub-verse221_vert-4,PRED,12.74,61.56,7.36,8.16,10.01,9.79,7.77
sub-verse221_vert-2,GT,14.93,62.40,15.94,14.28,26.66,28.94,10.08
sub-verse152_vert-24,PRED,17.52,14.84,19.96,15.88,16.92,18.05,9.99
sub-verse221_vert-3,PRED,20.62,39.67,10.25,10.58,9.23,10.36,6.36
sub-verse221_vert-4,GT,11.61,50.85,9.14,10.67,10.13,11.15,7.42
sub-verse221_vert-5,GT,13.29,25.41,9.74,11.48,5.73,11.23,8.19
sub-verse221_vert-2,PRED,19.50,142.61,18.87,16.44,21.74,22.24,6.47
sub-verse221_vert-6,PRED,19.71,41.82,10.10,8.45,11.10,10.41,7.60
sub-verse221_vert-9,GT,22.61,22.90,11.66,10.93,13.85,16.24,9.38
sub-verse221_vert-7,PRED,26.29,28.96,8.84,9.32,8.67,13.74,7.29
sub-verse221_vert-7,GT,21.43,12.55,9.93,10.89,12.55,11.57,8.91
sub-verse221_vert-6,GT,16.53,35.55,8.83,9.96,12.65,13.62,8.44
sub-verse221_vert-8,PRED,25.77,30.17,13.24,11.33,10.91,13.36,8.43
sub-verse221_vert-8,GT,23.46,18.00,10.95,11.20,12.19,14.16,10.01
sub-verse402_split-verse251_vert-10,GT,17.02,55.75,13.32,13.77,11.11,14.20,10.14
sub-verse402_split-verse251_vert-10,PRED,27.08,32.15,13.82,13.08,13.48,13.30,9.34
sub-verse402_split-verse251_vert-12,GT,37.51,84.18,13.35,14.74,14.60,15.24,11.05
sub-verse221_vert-9,PRED,26.30,32.93,10.11,8.91,12.77,12.14,8.61
sub-verse402_split-verse251_vert-13,PRED,28.79,65.92,14.60,15.26,14.41,18.53,9.80
sub-verse402_split-verse251_vert-14,GT,32.47,79.39,13.39,16.88,17.08,18.35,11.80
sub-verse402_split-verse251_vert-13,GT,38.43,81.98,14.67,16.19,15.91,17.02,10.80
sub-verse402_split-verse251_vert-11,PRED,28.86,47.46,14.91,14.94,15.14,15.03,10.22
sub-verse402_split-verse251_vert-11,GT,25.64,61.65,14.59,14.79,15.19,15.44,10.62
sub-verse402_split-verse251_vert-12,PRED,29.37,121.10,15.78,15.77,13.99,15.95,10.80
sub-verse402_split-verse251_vert-15,GT,23.87,71.53,15.10,17.38,18.25,19.15,11.04
sub-verse402_split-verse251_vert-16,GT,26.30,49.47,16.49,17.37,18.19,20.64,10.98
sub-verse402_split-verse251_vert-15,PRED,27.09,58.23,16.41,15.42,19.38,17.19,9.81
sub-verse402_split-verse251_vert-17,GT,25.42,142.77,17.67,17.91,18.38,17.93,10.36
sub-verse402_split-verse251_vert-17,PRED,27.91,41.04,17.73,18.33,18.08,17.70,10.35
sub-verse402_split-verse251_vert-14,PRED,28.64,61.32,14.66,16.13,18.53,18.65,10.20
sub-verse402_split-verse251_vert-18,GT,20.43,152.74,17.52,18.55,18.01,18.77,11.52
sub-verse402_split-verse251_vert-18,PRED,24.22,34.51,19.20,19.74,21.20,17.01,10.80
sub-verse402_split-verse251_vert-16,PRED,28.77,55.80,15.88,17.46,16.48,17.97,10.09
sub-verse402_split-verse251_vert-19,GT,22.34,27.04,18.64,20.41,18.36,20.21,12.81
sub-verse402_split-verse251_vert-20,GT,23.52,30.09,18.72,20.52,20.86,22.26,12.72
sub-verse402_split-verse251_vert-19,PRED,24.19,46.04,19.63,18.74,24.48,20.28,10.89
sub-verse402_split-verse251_vert-20,PRED,25.76,49.64,19.68,20.31,21.51,18.72,11.74
sub-verse402_split-verse251_vert-21,GT,27.85,55.47,20.17,20.29,22.28,24.73,10.80
sub-verse402_split-verse251_vert-22,GT,29.44,54.70,20.88,20.62,22.81,24.95,10.60
sub-verse402_split-verse251_vert-23,PRED,22.94,49.43,20.21,20.91,20.72,21.91,10.45
sub-verse402_split-verse251_vert-21,PRED,27.45,34.71,20.21,21.20,24.00,24.11,10.03
sub-verse402_split-verse251_vert-22,PRED,26.34,46.68,21.33,19.87,23.41,20.31,9.90
sub-verse402_split-verse251_vert-6,PRED,15.42,45.49,9.35,11.27,10.39,6.58,8.16
sub-verse402_split-verse251_vert-24,GT,27.88,91.86,21.53,20.72,23.76,21.19,13.09
sub-verse402_split-verse251_vert-7,GT,25.27,10.74,11.04,11.70,8.05,9.57,9.88
sub-verse402_split-verse251_vert-6,GT,16.05,40.87,11.35,9.17,13.75,10.96,10.27
sub-verse402_split-verse251_vert-7,PRED,22.28,25.04,11.69,10.92,9.75,8.51,7.80
sub-verse402_split-verse251_vert-8,PRED,24.71,28.69,10.90,12.68,9.81,9.69,8.80
sub-verse402_split-verse251_vert-9,GT,25.91,88.15,16.32,16.43,17.51,8.52,10.67
sub-verse402_split-verse251_vert-9,PRED,25.20,54.29,13.57,13.56,13.74,13.45,9.40
sub-verse402_split-verse251_vert-24,PRED,18.95,119.29,21.95,20.41,26.13,23.31,9.25
sub-verse402_split-verse251_vert-8,GT,25.10,78.17,11.46,12.28,13.28,12.88,11.20
sub-verse404_split-verse256_vert-23,GT,25.77,43.19,20.60,19.75,26.70,22.58,6.16
sub-verse406_split-verse214_vert-1,GT,47.18,124.51,12.36,15.11,27.59,22.70,36.93
sub-verse406_split-verse214_vert-2,PRED,63.00,84.57,19.13,25.03,38.13,35.68,32.49
sub-verse406_split-verse214_vert-3,GT,64.34,101.62,17.59,22.63,36.61,33.16,31.93
sub-verse406_split-verse214_vert-4,PRED,72.36,109.07,30.40,29.65,46.67,33.91,27.03
sub-verse406_split-verse214_vert-8,GT,45.70,98.83,17.33,17.07,20.12,18.34,40.63
sub-verse406_split-verse261_vert-10,GT,25.35,34.35,11.35,11.86,12.67,14.27,9.59
sub-verse406_split-verse261_vert-11,GT,27.47,50.76,10.97,11.49,15.35,16.65,10.40
sub-verse406_split-verse261_vert-12,PRED,25.95,41.48,12.84,12.94,12.48,12.08,7.84
sub-verse406_split-verse261_vert-10,PRED,24.46,151.24,11.86,12.45,11.67,9.94,7.82
sub-verse406_split-verse261_vert-13,PRED,27.04,51.91,13.04,13.49,14.18,11.45,9.80
sub-verse406_split-verse261_vert-11,PRED,23.37,26.98,12.35,11.16,12.78,12.47,7.94
sub-verse406_split-verse261_vert-12,GT,24.29,56.19,12.55,13.16,14.53,16.37,10.72
sub-verse406_split-verse261_vert-13,GT,26.84,53.30,14.39,12.93,14.79,16.11,10.81
sub-verse406_split-verse261_vert-14,GT,31.78,118.86,13.66,13.44,15.92,14.01,10.97
sub-verse406_split-verse261_vert-14,PRED,18.12,112.19,11.44,13.51,13.06,16.01,8.97
sub-verse406_split-verse261_vert-16,PRED,24.72,135.70,14.65,15.28,18.99,17.21,8.80
sub-verse406_split-verse261_vert-15,PRED,17.06,111.45,13.82,13.01,14.07,13.95,8.80
sub-verse406_split-verse261_vert-17,PRED,17.86,64.78,15.43,17.85,17.48,19.14,8.76
sub-verse406_split-verse261_vert-18,GT,15.42,78.54,12.77,15.21,20.02,21.17,10.98
sub-verse406_split-verse261_vert-21,PRED,24.86,27.35,18.17,19.38,22.46,19.67,10.46
sub-verse406_split-verse261_vert-19,PRED,18.08,65.50,15.93,17.35,16.03,15.95,8.37
sub-verse406_split-verse261_vert-16,GT,37.05,106.63,13.88,17.81,19.27,20.57,8.35
sub-verse406_split-verse261_vert-22,PRED,25.59,40.58,19.09,19.70,24.52,22.96,9.77
sub-verse406_split-verse261_vert-21,GT,25.32,21.80,18.86,18.68,19.18,20.35,10.48
sub-verse406_split-verse261_vert-19,GT,23.16,14.01,17.29,17.27,18.12,18.14,11.13
sub-verse406_split-verse261_vert-20,PRED,21.66,16.48,17.32,17.09,17.78,16.63,9.95
sub-verse406_split-verse261_vert-20,GT,27.73,29.22,18.61,20.99,17.59,17.26,11.47
sub-verse406_split-verse261_vert-23,GT,24.32,30.84,20.52,16.12,23.30,22.88,10.20
sub-verse406_split-verse261_vert-23,PRED,26.27,37.59,20.14,21.31,21.61,18.62,9.27
sub-verse406_split-verse261_vert-24,PRED,22.22,35.94,20.92,18.32,19.88,20.72,9.40
sub-verse406_split-verse261_vert-25,GT,17.58,5.51,18.42,16.45,22.82,23.19,10.48
sub-verse406_split-verse261_vert-22,GT,24.50,29.77,19.86,19.58,22.03,21.76,10.19
sub-verse406_split-verse261_vert-24,GT,19.20,25.48,19.37,18.51,24.14,21.26,10.85
sub-verse406_split-verse261_vert-25,PRED,19.17,18.77,21.18,19.83,20.58,20.71,8.93
sub-verse406_split-verse261_vert-7,PRED,12.54,122.67,9.07,11.89,9.74,9.26,8.71
sub-verse406_split-verse261_vert-7,GT,23.43,43.66,8.25,8.51,9.95,9.81,9.22
sub-verse409_split-verse266_vert-10,PRED,26.13,55.01,10.89,11.31,15.73,16.09,9.38
sub-verse409_split-verse266_vert-11,PRED,25.67,55.63,12.08,12.13,16.34,16.31,9.01
sub-verse409_split-verse266_vert-10,GT,17.16,68.37,12.51,11.13,12.65,13.69,10.51
sub-verse406_split-verse261_vert-8,PRED,23.68,130.71,9.55,11.07,11.26,8.76,8.25
sub-verse409_split-verse266_vert-11,GT,17.94,99.80,11.31,11.63,16.40,16.50,10.70
sub-verse409_split-verse266_vert-12,GT,23.09,113.00,13.00,12.93,17.23,16.81,10.01
sub-verse406_split-verse261_vert-9,PRED,22.56,156.81,12.37,12.22,9.35,12.88,8.92
sub-verse406_split-verse261_vert-9,GT,20.80,40.03,11.85,12.90,9.18,12.48,9.54
sub-verse406_split-verse261_vert-8,GT,26.36,46.17,12.44,11.82,12.87,11.18,9.70
sub-verse409_split-verse266_vert-13,PRED,15.57,75.35,14.73,14.66,19.16,18.86,8.83
sub-verse409_split-verse266_vert-13,GT,25.51,107.34,14.97,14.33,13.91,17.58,10.09
sub-verse409_split-verse266_vert-14,GT,33.24,116.15,12.65,16.45,22.53,21.02,10.06
sub-verse409_split-verse266_vert-15,GT,29.02,124.48,14.84,13.72,20.22,23.30,10.20
sub-verse409_split-verse266_vert-15,PRED,18.98,68.72,15.48,16.82,19.48,18.97,9.82
sub-verse409_split-verse266_vert-16,GT,26.58,133.69,16.25,17.91,23.90,21.92,10.66
sub-verse409_split-verse266_vert-17,PRED,24.96,134.25,17.44,14.76,22.83,22.03,7.89
sub-verse409_split-verse266_vert-16,PRED,25.74,52.96,14.35,13.54,19.35,20.98,9.25
sub-verse409_split-verse266_vert-18,PRED,21.70,133.16,16.07,15.78,22.46,19.13,7.85
sub-verse409_split-verse266_vert-19,GT,23.78,140.67,13.83,17.78,24.90,23.79,11.92
sub-verse409_split-verse266_vert-19,PRED,25.44,126.51,16.88,14.70,22.40,24.61,8.87
sub-verse409_split-verse266_vert-17,GT,24.32,137.49,14.93,15.91,23.35,21.11,11.24
sub-verse409_split-verse266_vert-21,PRED,21.80,156.47,17.63,18.24,26.74,21.83,10.91
sub-verse409_split-verse266_vert-20,PRED,24.05,139.29,15.85,17.09,22.42,22.33,9.91
sub-verse409_split-verse266_vert-21,GT,25.30,146.91,15.65,16.01,23.72,24.73,10.38
sub-verse409_split-verse266_vert-22,GT,27.34,149.71,16.28,17.97,23.01,26.15,9.72
sub-verse410_split-verse227_vert-2,GT,10.44,109.02,13.67,13.99,26.07,19.82,10.82
sub-verse409_split-verse266_vert-22,PRED,18.72,130.55,15.32,16.80,19.02,19.93,8.53
sub-verse409_split-verse266_vert-24,GT,14.75,125.54,19.58,16.07,20.24,24.73,12.84
sub-verse409_split-verse266_vert-8,GT,24.98,140.23,10.55,9.89,9.33,13.65,10.58
sub-verse410_split-verse227_vert-1,PRED,9.72,16.06,10.70,10.54,12.75,3.69,14.80
sub-verse409_split-verse266_vert-23,GT,27.11,129.31,20.47,21.67,27.14,26.56,9.18
sub-verse409_split-verse266_vert-9,PRED,25.54,131.99,12.58,12.69,9.72,12.57,9.56
sub-verse410_split-verse227_vert-3,PRED,15.29,110.54,7.92,11.62,12.39,11.14,6.21
sub-verse409_split-verse266_vert-8,PRED,26.42,136.00,8.04,10.19,9.50,13.05,9.11
sub-verse410_split-verse227_vert-3,GT,7.52,110.78,9.62,10.34,13.27,4.48,9.00
sub-verse410_split-verse227_vert-5,GT,11.36,36.68,7.48,5.50,7.69,11.31,7.59
sub-verse410_split-verse227_vert-4,GT,9.14,50.33,7.55,6.86,8.20,9.90,8.06
sub-verse409_split-verse266_vert-9,GT,25.12,119.28,9.93,11.09,14.06,12.21,9.65
sub-verse410_split-verse227_vert-6,GT,16.73,32.68,7.49,7.21,8.19,8.05,8.12
sub-verse410_split-verse227_vert-2,PRED,13.83,165.35,11.86,14.25,22.21,23.15,9.82
sub-verse410_split-verse227_vert-5,PRED,11.82,116.86,8.27,7.07,11.30,11.57,7.36
sub-verse410_split-verse227_vert-4,PRED,11.48,138.37,9.42,11.10,9.23,9.31,6.96
sub-verse410_split-verse227_vert-8,PRED,24.11,33.61,10.58,11.39,6.98,7.98,8.40
sub-verse410_split-verse227_vert-7,GT,20.50,35.98,9.70,11.24,6.46,7.73,9.79
sub-verse410_split-verse267_vert-11,GT,28.81,115.45,11.12,12.16,11.25,9.31,9.49
sub-verse410_split-verse267_vert-10,GT,18.46,112.04,11.49,12.70,9.77,11.77,9.29
sub-verse410_split-verse227_vert-6,PRED,19.49,41.79,9.37,8.17,9.27,10.13,7.60
sub-verse410_split-verse267_vert-11,PRED,26.27,52.99,12.78,12.27,12.96,12.85,8.62
sub-verse410_split-verse267_vert-12,GT,20.55,102.27,10.66,13.26,15.15,18.07,9.82
sub-verse410_split-verse267_vert-10,PRED,21.19,59.00,12.31,12.52,11.27,11.34,8.78
sub-verse410_split-verse227_vert-8,GT,22.65,54.01,9.56,10.52,8.09,7.24,9.43
sub-verse410_split-verse227_vert-7,PRED,24.09,28.66,9.56,11.13,7.78,8.43,7.96
sub-verse410_split-verse267_vert-12,PRED,27.25,120.94,13.52,13.35,13.57,15.26,7.85
sub-verse410_split-verse267_vert-14,GT,29.06,110.13,12.24,12.83,17.98,18.77,9.82
sub-verse410_split-verse267_vert-13,GT,28.94,106.79,10.72,11.96,17.06,18.28,9.80
sub-verse410_split-verse267_vert-13,PRED,19.82,116.18,13.76,12.53,13.94,17.26,8.95
sub-verse410_split-verse267_vert-14,PRED,26.68,123.95,11.58,12.09,18.67,19.38,8.50
