id,gt_or_pred,spl,spa,avbh,pvbh,svbl,ivbl,vcl
sub-verse125_vert-15,PRED,20.60,62.28,10.33,11.58,17.85,17.02,10.82
sub-verse125_vert-15,GT,29.49,61.61,12.17,12.00,18.03,18.17,10.23
sub-verse125_vert-16,GT,26.52,52.75,14.76,13.38,18.01,17.81,10.16
sub-verse125_vert-16,PRED,25.21,48.95,12.15,12.09,18.07,17.85,10.89
sub-verse125_vert-9,GT,24.41,42.63,8.89,9.60,10.69,11.44,9.10
sub-verse125_vert-18,PRED,21.11,40.98,14.29,12.62,18.63,18.75,11.75
sub-verse125_vert-17,PRED,24.60,40.66,12.72,13.59,18.69,17.40,10.66
sub-verse125_vert-18,GT,20.88,43.44,11.88,13.86,18.07,19.34,11.05
sub-verse125_vert-17,GT,23.63,44.35,12.62,12.68,18.94,18.94,9.93
sub-verse125_vert-19,GT,21.00,48.01,12.02,15.74,19.97,17.78,10.82
sub-verse125_vert-20,GT,22.09,32.60,12.69,14.92,22.75,20.56,11.03
sub-verse125_vert-19,PRED,22.29,146.28,9.95,15.73,21.07,20.48,10.12
sub-verse127_vert-10,GT,23.38,47.24,10.88,10.70,10.38,11.22,8.96
sub-verse127_vert-10,PRED,24.36,42.21,10.14,11.28,9.51,9.90,9.21
sub-verse125_vert-20,PRED,21.31,27.54,13.48,13.85,20.26,19.46,11.58
sub-verse127_vert-11,GT,22.30,42.82,10.35,10.23,11.75,13.56,9.83
sub-verse125_vert-9,PRED,21.65,47.73,8.49,9.47,10.87,10.00,10.05
sub-verse127_vert-12,GT,27.65,61.89,11.96,9.49,15.45,16.31,9.84
sub-verse127_vert-11,PRED,24.64,43.94,10.09,10.92,11.47,13.39,9.77
sub-verse127_vert-12,PRED,19.43,59.35,11.19,11.66,13.34,15.22,10.26
sub-verse127_vert-13,PRED,29.34,66.01,7.90,10.67,16.65,18.34,10.26
sub-verse127_vert-13,GT,30.47,66.73,7.83,10.72,17.06,18.58,10.38
sub-verse127_vert-14,GT,32.20,72.17,10.47,13.20,21.10,19.09,8.83
sub-verse127_vert-14,PRED,30.40,64.56,11.46,13.40,19.15,15.88,10.38
sub-verse127_vert-16,PRED,26.84,57.94,10.79,13.07,20.41,17.20,9.66
sub-verse127_vert-15,PRED,27.91,62.26,13.89,13.81,16.92,17.30,10.02
sub-verse127_vert-16,GT,27.23,119.44,13.46,14.13,18.92,16.64,10.12
sub-verse127_vert-17,PRED,24.87,132.72,15.20,16.50,17.19,18.12,10.30
sub-verse127_vert-15,GT,30.91,68.71,13.72,13.73,19.07,19.23,10.52
sub-verse127_vert-19,GT,20.69,27.07,16.90,17.49,19.80,17.62,12.66
sub-verse127_vert-18,GT,19.34,144.78,11.88,15.57,18.26,18.41,12.03
sub-verse127_vert-17,GT,21.58,40.41,11.19,14.53,17.36,18.60,11.26
sub-verse127_vert-22,PRED,24.24,39.52,16.47,17.78,23.36,22.17,10.82
sub-verse127_vert-21,PRED,22.34,16.78,18.55,19.32,19.28,19.08,11.19
sub-verse127_vert-19,PRED,21.87,27.77,15.35,17.19,17.87,17.69,11.56
sub-verse127_vert-21,GT,23.43,41.13,18.19,18.10,19.10,20.62,12.58
sub-verse127_vert-20,PRED,24.31,21.14,18.21,17.85,16.71,19.13,10.95
sub-verse127_vert-8,PRED,21.28,34.44,8.73,7.26,6.33,10.10,9.20
sub-verse127_vert-18,PRED,21.58,140.55,10.36,13.98,19.32,17.49,9.68
sub-verse127_vert-20,GT,20.44,11.90,17.13,18.19,18.76,20.84,12.13
sub-verse127_vert-9,PRED,23.08,42.48,9.68,13.24,6.90,9.30,9.56
sub-verse127_vert-22,GT,23.75,40.20,15.94,17.33,20.40,21.55,11.56
sub-verse127_vert-9,GT,22.30,40.50,11.58,11.56,9.18,10.37,8.99
sub-verse127_vert-8,GT,24.57,50.24,10.36,9.95,9.77,9.76,9.49
sub-verse127_vert-24,PRED,21.45,22.35,18.18,16.99,21.35,20.28,9.25
sub-verse127_vert-23,PRED,22.83,24.40,19.06,18.43,21.08,21.15,11.28
sub-verse127_vert-23,GT,22.31,27.55,17.81,17.60,19.98,21.21,11.91
sub-verse134_vert-20,PRED,23.89,153.71,11.52,16.29,16.96,16.58,9.50
sub-verse127_vert-24,GT,20.89,21.45,18.87,19.49,19.95,19.42,10.83
sub-verse134_vert-21,GT,24.01,164.78,16.71,16.62,16.13,16.85,10.81
sub-verse134_vert-21,PRED,24.07,173.36,17.23,16.33,18.53,18.58,10.34
sub-verse134_vert-24,PRED,20.88,29.13,18.51,18.33,16.23,15.86,10.29
sub-verse134_vert-20,GT,22.28,152.87,10.67,14.61,18.33,17.63,10.83
sub-verse134_vert-22,GT,24.27,157.99,18.12,16.71,19.50,19.23,10.80
sub-verse138_vert-17,PRED,26.54,58.17,12.40,14.12,19.38,17.11,9.98
sub-verse134_vert-24,GT,20.55,31.24,16.95,15.50,17.08,16.02,9.84
sub-verse134_vert-23,PRED,24.43,37.52,15.55,15.49,19.68,21.90,10.26
sub-verse134_vert-22,PRED,24.98,152.53,16.16,15.85,20.10,19.31,10.18
sub-verse138_vert-18,GT,24.92,41.15,12.37,15.75,21.09,19.69,9.65
sub-verse138_vert-17,GT,26.64,51.92,13.88,14.54,18.86,19.92,8.80
sub-verse138_vert-19,GT,25.26,34.63,15.96,17.44,19.11,20.97,9.80
sub-verse134_vert-23,GT,21.60,20.64,15.55,16.72,20.34,18.16,9.87
sub-verse138_vert-16,GT,29.00,54.30,14.09,14.18,20.71,20.49,8.82
sub-verse138_vert-19,PRED,24.42,149.31,16.84,17.77,17.81,19.68,11.15
sub-verse138_vert-16,PRED,28.26,124.52,12.85,11.96,19.36,18.82,9.88
sub-verse138_vert-18,PRED,26.26,138.59,12.11,15.81,18.95,17.33,9.23
sub-verse138_vert-20,GT,25.68,39.69,16.30,18.25,20.32,20.56,7.21
sub-verse138_vert-21,GT,26.21,42.02,17.55,18.47,26.66,23.67,7.07
sub-verse138_vert-22,PRED,23.49,45.90,18.06,18.28,23.44,21.97,10.30
sub-verse138_vert-20,PRED,27.14,40.56,17.16,18.50,21.00,16.73,9.86
sub-verse138_vert-23,GT,23.57,45.69,19.07,17.23,23.42,26.82,8.87
sub-verse138_vert-23,PRED,21.16,38.87,19.00,17.35,20.08,21.42,9.80
sub-verse138_vert-22,GT,24.20,47.12,19.75,18.45,24.08,24.64,9.51
sub-verse152_vert-20,GT,22.45,167.46,12.72,13.73,19.19,17.91,11.34
sub-verse138_vert-21,PRED,26.39,38.12,18.06,17.12,23.28,21.49,10.42
sub-verse152_vert-19,GT,21.18,20.96,14.95,13.93,18.18,18.08,11.41
sub-verse152_vert-22,GT,25.54,147.99,16.80,14.86,19.74,20.11,10.85
sub-verse152_vert-19,PRED,22.00,21.14,14.67,15.74,18.98,16.96,10.58
sub-verse152_vert-21,GT,24.43,154.70,16.28,14.48,18.34,20.26,11.45
sub-verse152_vert-20,PRED,23.70,163.43,11.26,13.90,19.32,18.56,10.76
sub-verse152_vert-22,PRED,23.55,27.32,16.03,16.75,20.27,20.64,11.00
sub-verse152_vert-21,PRED,24.84,150.78,17.11,16.65,19.38,19.90,11.03
sub-verse152_vert-24,GT,17.87,18.36,17.14,16.71,24.74,21.45,10.17
sub-verse152_vert-23,GT,19.30,19.83,15.47,14.56,20.73,24.05,10.38
sub-verse152_vert-23,PRED,19.21,20.46,17.50,18.80,23.64,22.97,9.83
sub-verse221_vert-1,GT,18.45,97.02,9.52,9.34,18.37,5.78,10.07
sub-verse221_vert-1,PRED,8.31,3.65,13.15,13.16,16.37,16.39,11.61
sub-verse221_vert-3,GT,12.88,60.88,11.47,11.11,10.57,11.86,7.65
sub-verse221_vert-6,PRED,22.43,37.75,7.12,8.21,9.27,8.11,9.20
sub-verse221_vert-4,PRED,20.25,26.39,8.50,7.19,7.85,8.34,9.09
sub-verse221_vert-5,PRED,18.26,35.84,7.38,7.41,10.46,9.40,9.07
sub-verse221_vert-3,PRED,15.30,50.74,7.96,10.13,10.14,8.80,9.21
sub-verse221_vert-2,GT,14.97,62.92,15.90,14.27,26.79,29.25,10.08
sub-verse221_vert-4,GT,11.62,51.21,9.20,10.67,10.13,11.03,7.41
sub-verse221_vert-5,GT,13.24,25.50,9.65,11.48,5.73,11.25,8.19
sub-verse221_vert-2,PRED,18.09,61.26,12.63,13.19,19.60,21.87,12.26
sub-verse221_vert-7,GT,21.43,12.93,9.71,10.84,12.54,11.30,8.92
sub-verse221_vert-8,GT,23.51,18.11,10.98,11.19,12.22,14.22,10.00
sub-verse221_vert-7,PRED,24.53,19.33,9.53,9.50,9.55,10.30,9.58
sub-verse221_vert-6,GT,16.53,35.59,8.83,9.94,12.64,13.62,8.44
sub-verse221_vert-8,PRED,25.28,22.14,10.02,10.37,11.39,10.97,9.92
sub-verse221_vert-9,PRED,27.05,30.33,9.92,11.07,11.45,11.74,9.53
sub-verse221_vert-9,GT,23.10,20.56,11.18,10.90,13.63,15.98,9.37
sub-verse402_split-verse251_vert-11,GT,20.38,70.34,13.21,13.59,14.66,15.38,10.32
sub-verse402_split-verse251_vert-10,GT,16.70,39.19,13.94,13.15,13.43,13.83,10.62
sub-verse402_split-verse251_vert-12,PRED,18.99,110.44,13.16,14.17,13.23,16.78,10.96
sub-verse402_split-verse251_vert-11,PRED,24.98,121.67,12.76,12.88,16.13,13.21,10.06
sub-verse402_split-verse251_vert-12,GT,30.70,101.13,12.07,14.64,14.23,15.64,11.63
sub-verse402_split-verse251_vert-13,GT,35.17,79.01,14.55,16.12,14.46,16.13,10.80
sub-verse402_split-verse251_vert-10,PRED,25.33,49.39,10.82,11.41,11.08,11.95,11.14
sub-verse402_split-verse251_vert-15,GT,21.01,72.92,15.64,16.98,19.05,17.02,9.94
sub-verse402_split-verse251_vert-13,PRED,21.65,73.80,13.95,15.77,16.09,18.90,10.82
sub-verse402_split-verse251_vert-14,GT,32.85,74.58,13.47,16.64,17.10,16.63,11.80
sub-verse402_split-verse251_vert-14,PRED,26.89,57.81,14.51,13.57,17.24,16.70,11.80
sub-verse402_split-verse251_vert-15,PRED,23.28,56.48,15.32,14.75,19.12,20.11,10.90
sub-verse402_split-verse251_vert-18,PRED,22.30,24.95,15.06,18.84,20.07,22.74,11.53
sub-verse402_split-verse251_vert-18,GT,20.44,153.38,17.67,18.59,17.80,19.13,11.57
sub-verse402_split-verse251_vert-16,PRED,25.49,48.53,14.56,16.15,18.84,17.85,10.71
sub-verse402_split-verse251_vert-16,GT,26.23,47.95,16.14,17.74,18.19,18.40,10.88
sub-verse402_split-verse251_vert-17,GT,24.27,141.96,16.55,15.27,18.69,19.29,10.74
sub-verse402_split-verse251_vert-17,PRED,22.72,149.10,14.47,16.72,19.89,19.10,10.61
sub-verse402_split-verse251_vert-19,GT,18.40,5.70,18.78,19.49,20.28,20.33,12.80
sub-verse402_split-verse251_vert-19,PRED,25.11,44.43,16.64,20.24,22.23,21.34,11.61
sub-verse402_split-verse251_vert-20,PRED,24.55,35.76,18.85,20.33,20.98,22.31,12.46
sub-verse402_split-verse251_vert-20,GT,23.45,26.10,19.84,20.62,18.97,22.06,12.80
sub-verse402_split-verse251_vert-21,PRED,26.83,119.62,20.78,19.73,19.55,22.20,11.72
sub-verse402_split-verse251_vert-22,GT,28.11,121.37,20.93,20.62,23.12,24.99,11.14
sub-verse402_split-verse251_vert-23,PRED,21.37,127.15,17.71,18.26,24.37,22.92,11.70
sub-verse402_split-verse251_vert-21,GT,26.98,54.45,20.20,20.46,22.22,24.04,10.80
sub-verse402_split-verse251_vert-6,PRED,18.86,29.30,9.74,11.48,6.84,8.84,8.90
sub-verse402_split-verse251_vert-6,GT,16.41,9.24,9.37,9.80,8.90,11.11,10.59
sub-verse402_split-verse251_vert-7,PRED,23.51,21.44,10.21,10.08,7.92,10.34,9.30
sub-verse402_split-verse251_vert-22,PRED,26.40,57.69,18.77,18.78,23.08,22.86,10.96
sub-verse402_split-verse251_vert-8,PRED,24.46,22.36,10.16,12.11,8.44,9.87,9.79
sub-verse402_split-verse251_vert-8,GT,25.15,73.18,11.66,11.45,12.94,12.22,11.01
sub-verse402_split-verse251_vert-9,GT,25.79,36.49,11.51,16.28,11.37,12.52,10.68
sub-verse402_split-verse251_vert-7,GT,25.27,10.48,10.42,11.21,9.46,9.77,9.88
sub-verse402_split-verse251_vert-9,PRED,26.68,36.19,10.32,10.87,10.53,11.26,10.70
sub-verse402_split-verse251_vert-24,GT,26.19,93.99,17.48,16.13,26.49,24.47,12.91
sub-verse404_split-verse256_vert-22,PRED,19.90,129.48,33.35,29.84,50.75,42.74,45.83
sub-verse404_split-verse256_vert-22,GT,29.91,144.04,18.87,19.37,24.74,25.18,6.79
sub-verse404_split-verse256_vert-23,GT,25.40,43.73,18.93,19.55,26.72,22.02,5.45
sub-verse404_split-verse256_vert-8,GT,44.77,120.15,15.80,17.90,29.58,32.77,36.31
sub-verse406_split-verse214_vert-1,GT,31.80,68.61,29.88,36.22,0.38,1.14,31.94
sub-verse406_split-verse261_vert-11,GT,28.16,48.33,11.08,11.03,15.42,16.22,10.03
sub-verse406_split-verse261_vert-11,PRED,24.84,50.70,9.85,9.97,11.97,11.50,10.54
sub-verse406_split-verse214_vert-8,GT,61.99,97.24,31.20,17.50,48.55,49.30,32.66
sub-verse406_split-verse261_vert-10,PRED,25.66,41.64,11.09,10.58,11.27,12.37,10.33
sub-verse406_split-verse261_vert-13,GT,26.40,57.24,13.22,12.25,16.07,17.20,10.10
sub-verse406_split-verse261_vert-10,GT,25.30,34.77,11.82,12.15,11.44,11.78,9.28
sub-verse406_split-verse261_vert-12,PRED,18.87,57.94,11.30,11.78,10.02,12.26,10.10
sub-verse406_split-verse261_vert-13,PRED,29.37,56.53,12.22,13.17,13.27,16.47,9.99
sub-verse406_split-verse261_vert-12,GT,24.50,54.46,12.83,13.19,14.35,13.94,10.04
sub-verse406_split-verse261_vert-14,PRED,30.33,124.80,12.55,12.51,15.95,17.15,10.30
sub-verse406_split-verse261_vert-14,GT,25.85,120.10,12.70,12.44,15.89,17.46,11.25
sub-verse406_split-verse261_vert-15,PRED,31.81,117.53,14.24,14.01,14.71,15.84,10.80
sub-verse406_split-verse261_vert-22,GT,25.10,30.73,20.54,17.62,22.37,22.52,10.00
sub-verse406_split-verse261_vert-16,PRED,29.75,52.37,12.22,14.56,19.46,16.41,9.85
sub-verse406_split-verse261_vert-19,PRED,24.45,39.37,11.22,14.34,17.55,17.82,10.25
sub-verse406_split-verse261_vert-17,PRED,25.00,135.49,8.23,15.06,19.80,21.05,8.35
sub-verse406_split-verse261_vert-16,GT,26.18,101.17,22.39,16.60,30.14,34.12,3.79
sub-verse406_split-verse261_vert-21,GT,27.64,26.33,20.26,19.08,19.42,20.34,10.42
sub-verse406_split-verse261_vert-20,PRED,23.60,21.98,10.88,16.29,18.91,19.07,10.72
sub-verse406_split-verse261_vert-21,PRED,24.38,23.90,18.83,19.14,19.18,20.71,10.89
sub-verse406_split-verse261_vert-22,PRED,22.67,21.83,17.99,20.66,23.00,21.00,10.64
sub-verse406_split-verse261_vert-18,GT,14.46,91.61,12.54,14.83,18.35,20.58,10.52
sub-verse406_split-verse261_vert-19,GT,23.11,17.24,17.26,17.64,18.09,17.63,11.08
sub-verse406_split-verse261_vert-20,GT,28.92,27.99,17.42,19.22,18.22,19.11,10.50
sub-verse406_split-verse261_vert-24,GT,18.86,22.04,19.56,18.16,22.73,20.69,10.84
sub-verse406_split-verse261_vert-23,PRED,22.72,41.08,19.42,18.88,24.41,24.40,10.91
sub-verse406_split-verse261_vert-23,GT,24.84,36.43,19.61,20.66,21.63,20.24,10.67
sub-verse406_split-verse261_vert-24,PRED,20.24,23.27,19.49,18.89,22.06,21.16,9.84
sub-verse409_split-verse266_vert-10,PRED,15.78,111.95,12.19,11.93,13.79,16.34,11.53
sub-verse409_split-verse266_vert-11,PRED,11.55,115.73,10.53,11.11,16.77,15.44,10.87
sub-verse406_split-verse261_vert-7,PRED,18.78,54.14,6.46,7.36,6.51,7.76,9.06
sub-verse409_split-verse266_vert-11,GT,17.96,100.76,11.18,11.60,16.19,16.42,10.66
sub-verse409_split-verse266_vert-10,GT,17.33,111.35,12.45,11.22,12.98,13.41,10.49
sub-verse406_split-verse261_vert-25,GT,17.22,8.28,20.64,17.60,20.94,19.51,10.58
sub-verse406_split-verse261_vert-25,PRED,16.27,20.97,20.00,17.46,21.46,19.00,8.82
sub-verse406_split-verse261_vert-7,GT,22.22,42.67,8.61,8.54,11.06,9.93,8.79
sub-verse406_split-verse261_vert-9,PRED,25.22,32.32,10.98,12.12,10.41,12.53,9.05
sub-verse406_split-verse261_vert-8,GT,26.28,68.74,12.39,12.99,12.18,13.69,9.07
sub-verse409_split-verse266_vert-12,GT,23.10,112.52,13.92,12.84,17.23,16.81,10.00
sub-verse406_split-verse261_vert-9,GT,21.25,40.47,10.02,12.01,8.45,12.18,9.52
sub-verse406_split-verse261_vert-8,PRED,23.22,44.47,9.01,9.39,9.34,7.97,8.82
sub-verse409_split-verse266_vert-13,GT,25.47,107.01,15.10,14.33,13.91,17.65,10.09
sub-verse409_split-verse266_vert-14,GT,33.27,116.86,13.49,17.16,22.46,21.38,10.07
sub-verse409_split-verse266_vert-16,GT,26.44,132.88,16.52,17.78,23.77,21.88,10.65
sub-verse409_split-verse266_vert-15,GT,29.00,124.51,14.96,13.61,20.67,23.31,10.19
sub-verse409_split-verse266_vert-18,PRED,17.75,74.38,14.38,13.55,23.61,22.44,9.94
sub-verse409_split-verse266_vert-17,PRED,18.23,69.21,11.21,13.68,21.94,21.55,10.47
sub-verse409_split-verse266_vert-17,GT,24.28,138.30,14.38,16.04,23.16,22.22,11.21
sub-verse409_split-verse266_vert-19,GT,23.76,140.32,13.98,17.76,24.79,23.31,11.93
sub-verse409_split-verse266_vert-22,PRED,20.21,179.47,14.98,16.93,21.47,19.22,11.33
sub-verse409_split-verse266_vert-21,PRED,16.11,107.46,13.26,17.70,22.01,19.57,10.16
sub-verse409_split-verse266_vert-23,PRED,19.16,163.90,13.41,15.61,19.95,18.56,9.90
sub-verse409_split-verse266_vert-21,GT,25.30,148.22,15.67,15.97,23.71,24.74,10.38
sub-verse409_split-verse266_vert-22,GT,27.30,149.92,16.12,17.77,23.02,26.09,9.73
sub-verse410_split-verse227_vert-4,GT,9.14,50.41,7.54,6.86,8.20,9.90,8.06
sub-verse409_split-verse266_vert-8,GT,25.03,140.84,10.55,9.90,9.68,13.65,10.58
sub-verse409_split-verse266_vert-24,GT,14.81,125.31,19.64,16.10,20.27,24.40,12.84
sub-verse410_split-verse227_vert-3,GT,7.51,113.23,9.69,10.25,13.24,4.49,9.00
sub-verse409_split-verse266_vert-23,GT,27.08,128.34,21.21,21.29,27.15,26.58,9.12
sub-verse410_split-verse227_vert-2,GT,10.44,108.89,13.52,13.87,26.07,19.81,10.82
sub-verse410_split-verse227_vert-3,PRED,10.04,117.19,11.26,11.64,6.37,13.23,9.81
sub-verse410_split-verse227_vert-4,PRED,10.14,124.11,8.71,10.28,7.23,9.11,9.93
sub-verse410_split-verse227_vert-2,PRED,10.99,141.14,10.38,11.36,21.83,20.75,11.04
sub-verse409_split-verse266_vert-24,PRED,13.99,150.48,18.17,14.43,23.79,20.07,12.62
sub-verse409_split-verse266_vert-9,GT,25.25,118.51,9.91,11.09,14.08,12.17,9.64
sub-verse410_split-verse227_vert-6,PRED,17.30,34.04,6.26,6.49,9.34,9.64,10.09
sub-verse410_split-verse227_vert-5,GT,11.36,36.68,7.48,5.51,7.69,11.31,7.64
sub-verse409_split-verse266_vert-8,PRED,25.89,131.90,10.15,10.03,9.96,12.04,10.66
sub-verse410_split-verse227_vert-6,GT,16.73,32.70,7.49,7.21,8.18,8.05,8.12
sub-verse410_split-verse227_vert-7,GT,20.49,36.28,9.66,11.22,6.11,7.73,9.80
sub-verse409_split-verse266_vert-9,PRED,16.42,127.53,11.03,9.67,12.04,13.58,11.14
sub-verse410_split-verse227_vert-5,PRED,11.21,128.90,7.76,6.83,7.38,10.45,9.60
sub-verse410_split-verse227_vert-7,PRED,24.07,37.93,7.35,8.67,9.07,8.43,10.80
sub-verse410_split-verse267_vert-10,PRED,23.46,121.76,9.65,11.78,11.50,12.66,9.80
sub-verse410_split-verse267_vert-10,GT,18.49,68.22,11.17,12.72,9.77,11.69,9.26
sub-verse410_split-verse267_vert-11,PRED,25.64,121.10,9.86,11.83,13.37,13.15,9.78
sub-verse410_split-verse227_vert-8,GT,22.65,54.00,9.56,10.53,8.09,7.24,9.43
sub-verse410_split-verse227_vert-8,PRED,22.89,47.78,8.25,9.94,10.15,8.15,9.90
sub-verse410_split-verse267_vert-13,PRED,27.50,114.58,9.43,11.59,16.63,16.09,10.80
sub-verse410_split-verse267_vert-14,PRED,19.20,116.50,9.73,11.98,15.80,16.11,10.03
sub-verse410_split-verse267_vert-12,PRED,25.17,112.19,10.54,13.54,14.21,15.07,10.22
sub-verse410_split-verse267_vert-11,GT,28.81,115.45,11.12,12.16,11.25,9.31,9.49
sub-verse410_split-verse267_vert-16,GT,26.16,116.36,12.93,13.12,18.52,18.73,9.48
sub-verse410_split-verse267_vert-17,GT,23.96,130.22,13.22,13.59,18.35,14.79,9.84
sub-verse410_split-verse267_vert-15,GT,26.17,112.87,11.67,12.70,18.56,18.41,9.09
sub-verse410_split-verse267_vert-15,PRED,25.66,123.41,13.39,13.51,17.12,16.67,9.36
sub-verse410_split-verse267_vert-14,GT,29.06,110.19,12.25,12.83,17.98,18.63,9.82
sub-verse410_split-verse267_vert-12,GT,20.58,102.29,10.66,13.26,15.15,18.07,9.82
sub-verse410_split-verse267_vert-13,GT,28.98,106.72,10.72,11.96,17.06,18.27,9.80
sub-verse410_split-verse267_vert-16,PRED,24.83,131.99,11.81,11.35,18.83,17.39,9.14
sub-verse410_split-verse267_vert-17,PRED,23.79,129.86,13.08,13.74,16.66,17.41,10.39
sub-verse410_split-verse267_vert-18,GT,19.64,139.76,14.03,15.50,17.29,17.58,10.37
sub-verse410_split-verse267_vert-19,GT,20.55,22.45,14.96,15.98,20.08,17.04,10.87
sub-verse410_split-verse267_vert-19,PRED,19.22,155.13,15.54,16.85,15.69,13.97,10.94
sub-verse410_split-verse267_vert-18,PRED,22.41,138.71,13.57,14.46,17.43,17.59,10.68
